SID,YEAR,MONTH,DAY,LAKE,STATE_PROV,SITE,ST_SITE,LATITUDE,LONGITUDE,GRID,STAT_DIST,LS_MGMT,SPECIES,STRAIN,NO_STOCKED,YEAR_CLASS,STAGE,AGEMONTH,MARK,MARK_EFF,TAG_NO,TAG_RET,LENGTH,WEIGHT,CONDITION,LOT_CODE,STOCK_METH,AGENCY,VALIDATION,NOTES
20110707,2010,4,12,MI,MI,"FORD RIVER, FORD RIVER AT M-35",,,,306,MM1,,BNT,WR,13636,2009,y,,NC,,,,163,814.8,,P-BNT-WR-D-08-OD,u,MIDNR,,State Plant
20110708,2010,4,12,MI,MI,"FORD RIVER, FORD RIVER AT M-35",,,,306,MM1,,BNT,WR,10228,2009,y,,NC,,,,165,640.6,,P-BNT-WR-D-08-OD,u,MIDNR,,State Plant
20110709,2010,4,12,MI,MI,"LAKE MICHIGAN, MENOMINEE YACHT HARBOR",,,,703,MM1,,BNT,WR,2000,2009,y,,RV,,,,159,109.7,,P-BNT-WR-D-08-OD,u,MIDNR,,State Plant
20110710,2010,4,12,MI,MI,"LAKE MICHIGAN, MENOMINEE YACHT HARBOR",,,,703,MM1,,BNT,SR,2000,2009,y,,LV,,,,102,20.1,,P-BNT-SR-D-08-OD,u,MIDNR,,State Plant
20110714,2010,4,13,MI,MI,"MANISTEE RIVER, RIVER STREET",,,,1211,MM6,,BNT,SR,16500,2009,y,,NC,,,,90,114.3,,P-BNT-SR-D-08-OD,u,MIDNR,,State Plant
20110715,2010,4,13,MI,MI,"GALIEN RIVER, RED ARROW HWY",,,,2708,MM8,,BNT,GC,20200,2009,y,,NC,,,,128.6,503.6,,P-BNT-GC-D-08-OD-HA,u,MIDNR,,State Plant
20110716,2010,4,13,MI,MI,"SAINT JOSEPH RIVER, PIER 33",,,,2509,MM8,,BNT,GC,20200,2009,y,,NC,,,,121.4,434.4,,P-BNT-GC-D-08-OD-HA,u,MIDNR,,State Plant
20110741,2010,4,28,MI,MI,"KALAMAZOO RIVER (SAUGATUCK), KALAMAZOO RIVER - SAUGATUCK",,,,2111,MM8,,BNT,GC,24100,2009,y,,NC,,,,133.2,665.6,,P-BNT-GC-D-08-OD-HA,u,MIDNR,,State Plant
20110742,2010,4,29,MI,MI,"BETSIE RIVER, COAST GUARD STATION",,,,1011,MM5,,BNT,WR,11000,2009,y,,RV,,,,172.2,709.6,,P-BNT-WR-D-08-OD,u,MIDNR,,State Plant
20110743,2010,4,29,MI,MI,"CEDAR RIVER, PAS",,,,504,MM1,,BNT,GC,26000,2009,y,,NC,,,,165,1308.51,,P-BNT-GC-D-08-OD-TH,u,MIDNR,,State Plant
20110744,2010,4,29,MI,MI,"BETSIE RIVER, COAST GUARD STATION",,,,1011,MM5,,BNT,WR,4500,2009,y,,RV,,,,172.2,290.4,,P-BNT-WR-D-08-OD,u,MIDNR,,State Plant
20110745,2010,4,29,MI,MI,"BETSIE RIVER, COAST GUARD STATION",,,,1011,MM5,,BNT,SR,15500,2009,y,,LV,,,,117.3,275.8,,P-BNT-SR-D-08-OD-HA,u,MIDNR,,State Plant
20110755,2010,5,13,MI,MI,"WHITE LAKE CHANNEL, MONTAGUE",,,,1710,MM7,,BNT,WR,6359,2009,y,,NC,,,,179.8,464.1,,P-BNT-WR-D-08-OD-HA,u,MIDNR,,State Plant
20110845,2010,2,12,MI,WI,MANITOWOC RIVER ACROSS FROM SUBMARINE STOCKING,,44.0916,-87.6529,1303,WM4,,BNT,WR,13704,2009,y,,NC,,,,220.98,1730.952381,6,I21-WR-2009-FERAL-2009-WR-WR-WR-WR-WR--NEC-MZ,,WIDNR,2,
20110846,2010,10,27,MI,WI,PORT WASHINGTON HARBOR BOAT RAMP,,43.3874,-87.8667,1701,WM5,,BNT,WR,11200,2009,ff,,NC,,,,180.34,761.9047619,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20110847,2010,10,21,MI,WI,ROOT RIVER @ 5TH ST YACHT CLUB STOCKING,,42.7295,-87.7922,2102,WM6,,BNT,WR,10860,2009,ff,,NC,,,,182.88,760.4761905,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20110848,2010,11,3,MI,WI,ROOT RIVER @ 5TH ST YACHT CLUB STOCKING,,42.7295,-87.7922,2102,WM6,,BNT,WR,7627,2009,ff,,NC,,,,167.64,432.3809524,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20110849,2010,10,27,MI,WI,SHEBOYGAN HARBOR DELAND PARK BOAT RAMP OPS STOCKING SITE,,43.7516,-87.7026,1502,WM5,,BNT,WR,5250,2009,ff,,NC,,,,180.34,357.1428571,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20110850,2010,10,27,MI,WI,SHEBOYGAN HARBOR DELAND PARK BOAT RAMP OPS STOCKING SITE,,43.7516,-87.7026,1502,WM5,,BNT,WR,5250,2009,ff,,NC,,,,180.34,357.1428571,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20110851,2010,10,21,MI,WI,MILWAUKEE HARBOR SOUTH SHORE,,42.996575,-87.8824409,1901,WM5,,BNT,WR,5070,2009,ff,,NC,,,,177.8,326.1904762,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20110852,2010,10,21,MI,WI,MILWAUKEE HARBOR SOUTH SHORE,,42.996575,-87.8824409,1901,WM5,,BNT,WR,5070,2009,ff,,NC,,,,177.8,326.1904762,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20110853,2010,6,3,MI,WI,MANITOWOC RIVER ACROSS FROM SUBMARINE STOCKING,,44.0916,-87.6529,1303,WM4,,BNT,WR,500,2009,y,,NC,,,,317.5,229.047619,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR---WR,,WIDNR,2,Surplus broodstock.
20110854,2010,6,4,MI,WI,KEWAUNEE HARBOR BEHIND POLICE STATION,,44.459,-87.4995,1104,WM4,,BNT,WR,720,2009,y,,NC,,,,259.08,171.4285714,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR---WR,,WIDNR,2,"No birds, fish looked great."
20110855,2010,3,25,MI,WI,ROOT RIVER @ 5TH ST YACHT CLUB STOCKING,,42.7295,-87.7922,2102,WM6,,BNT,WR,16539,2009,y,,NC,,,,195.58,1431.904762,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,
20110856,2010,4,21,MI,WI,KENOSHA HARBOR OPS STOCKING SITE,,42.5884,-87.8145,2202,WM6,,BNT,WR,11625,2009,y,,NC,,,,200.66,1107.142857,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,
20110857,2010,3,31,MI,WI,AHNAPEE RIVER ALGOMA HARBOR STOCKING,,44.6082,-87.4327,1004,WM4,,BNT,WR,9360,2009,y,,NC,,,,200.66,857.1428571,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,5.2/lb.
20110858,2010,3,1,MI,WI,BAILEYS HARBOR HICKEY DOCK STOCKING,,45.0627,-87.0961,706,WM3,,BNT,WR,9360,2009,y,,NC,,,,200.66,857.1428571,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,5.2/lb.
20110859,2010,3,30,MI,WI,AHNAPEE RIVER ALGOMA HARBOR STOCKING,,44.6082,-87.4327,1004,WM4,,BNT,WR,9360,2009,y,,NC,,,,198.12,857.1428571,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,5.2/lb.
20110860,2010,3,31,MI,WI,TWO RIVERS HARBOR (COAST GUARD) - STOCKING,,44.146,-87.5634,1303,WM4,,BNT,WR,9098,2009,y,,NC,,,,200.66,833.3333333,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,5.2/lb. Strong SE wind (upriver seiche). Do not haze gulls prior to stocking - cracker shells call them in from rooftop rookery!
20110861,2010,4,2,MI,WI,TWO RIVERS HARBOR (COAST GUARD) - STOCKING,,44.146,-87.5634,1303,WM4,,BNT,WR,9099,2009,y,,NC,,,,196.85,817.6190476,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,5.3/lb.
20110862,2010,10,9,MI,WI,AHNAPEE RIVER ALGOMA HARBOR STOCKING,,44.6082,-87.4327,1004,WM4,,BNT,WR,10277,2009,ff,,NC,,,,188.468,815.7142857,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,No gulls or cormorants present.
20110863,2010,10,7,MI,WI,STONE QUARRY - STOCKING,,44.9038,-87.405,804,WM1,,BNT,WR,9758,2009,ff,,NC,,,,188.468,774.2857143,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,Includes quota #s 56356/56358/56363
20110864,2010,3,25,MI,WI,MILWAUKEE HARBOR MCKINLEY,,43.0513,-87.8824,1901,WM5,,BNT,WR,8811,2009,y,,NC,,,,195.58,762.8571429,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,
20110865,2010,10,9,MI,WI,STURGEON BAY SHIP CANAL COAST GUARD STATION STOCKING,,44.759,-87.3141,905,WM3,,BNT,WR,8869,2009,ff,,NC,,,,188.468,703.8095238,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,
20110866,2010,10,8,MI,WI,BAILEYS HARBOR HICKEY DOCK STOCKING,,45.0627,-87.0961,706,WM3,,BNT,WR,8651,2009,ff,,NC,,,,188.468,686.1904762,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,
20110867,2010,3,1,MI,WI,RAWLEYS BAY - STOCKING,,45.2183,-87.0324,607,WM2,,BNT,WR,7000,2009,y,,NC,,,,200.66,640.952381,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,5.2/lb.
20110868,2010,10,6,MI,WI,MENOMONEE RIVER (COAL YARD)-STOCKING,,45.0945,-87.5964,703,WM1,,BNT,WR,8119,2009,ff,,NC,,,,180.34,568.5714286,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,Stocked offshore by NER OPS pontoon boat net pen. Includes quota #s 56133/56126/56140/ 56141
20110869,2010,4,2,MI,WI,STURGEON BAY SHIP CANAL COAST GUARD STATION STOCKING,,44.759,-87.3141,905,WM3,,BNT,WR,6000,2009,y,,NC,,,,196.85,539.047619,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,5.3/lb.
20110870,2010,4,2,MI,WI,STURGEON BAY SHIP CANAL COAST GUARD STATION STOCKING,,44.759,-87.3141,905,WM3,,BNT,WR,6000,2009,y,,NC,,,,196.85,539.047619,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,5.3/lb.
20110871,2010,10,6,MI,WI,MENOMONEE RIVER (COAL YARD)-STOCKING,,45.0945,-87.5964,703,WM1,,BNT,WR,8162,2009,ff,,NC,,,,176.022,525.2380952,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,Includes quota # 56126
20110872,2010,10,7,MI,WI,RAWLEYS BAY - STOCKING,,45.2183,-87.0324,607,WM2,,BNT,WR,3707,2009,ff,,NC,,,,181.102,259.5238095,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,
20110873,2010,10,6,MI,WI,MENOMONEE RIVER (COAL YARD)-STOCKING,,45.0945,-87.5964,703,WM1,,BNT,WR,3900,2009,ff,,NC,,,,177.8,250.952381,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,Stocked offshore by NER OPS pontoon boat net pen.
20110874,2010,10,6,MI,WI,MENOMONEE RIVER (COAL YARD)-STOCKING,,45.0945,-87.5964,703,WM1,,BNT,WR,3900,2009,ff,,NC,,,,177.8,250.952381,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,Stocked offshore by NER OPS pontoon boat net pen.
20110875,2010,10,7,MI,WI,GILLS ROCK BOAT LANDING STOCKING,,45.2908,-87.0231,606,WM2,,BNT,WR,2799,2009,ff,,NC,,,,188.468,222.3809524,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,Stocked at Hedgehog Harbor.
20110876,2010,10,6,MI,WI,MENOMONEE RIVER (COAL YARD)-STOCKING,,45.0945,-87.5964,703,WM1,,BNT,WR,3392,2009,ff,,NC,,,,177.8,218.0952381,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,Stocked offshore by NER OPS pontoon boat net pen.
20110877,2010,4,2,MI,WI,AHNAPEE RIVER ALGOMA HARBOR STOCKING,,44.6082,-87.4327,1004,WM4,,BNT,WR,2280,2009,y,,NC,,,,196.85,204.7619048,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,5.3/lb.
20110878,2010,4,2,MI,WI,STURGEON BAY SHIP CANAL COAST GUARD STATION STOCKING,,44.759,-87.3141,905,WM3,,BNT,WR,1073,2009,y,,NC,,,,196.85,96.19047619,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,5.3/lb.
20110879,2010,10,7,MI,WI,STONE QUARRY - STOCKING,,44.9038,-87.405,804,WM1,,BNT,WR,750,2009,ff,,NC,,,,188.468,59.52380952,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,Stocked offshore by NER OPS pontoon boat net pen.
20110880,2010,10,7,MI,WI,STONE QUARRY - STOCKING,,44.9038,-87.405,804,WM1,,BNT,WR,750,2009,ff,,NC,,,,188.468,59.52380952,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,Stocked offshore by NER OPS pontoon boat net pen.
20110881,2010,10,7,MI,WI,STONE QUARRY - STOCKING,,44.9038,-87.405,804,WM1,,BNT,WR,750,2009,ff,,NC,,,,188.468,59.52380952,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,Stocked offshore by NER OPS pontoon boat net pen.
20110882,2010,10,7,MI,WI,STONE QUARRY - STOCKING,,44.9038,-87.405,804,WM1,,BNT,WR,750,2009,ff,,NC,,,,188.468,59.52380952,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-TR--TR,,WIDNR,2,Stocked offshore by NER OPS pontoon boat net pen.
20110883,2010,10,14,MI,WI,MANITOWOC RIVER ACROSS FROM SUBMARINE STOCKING,,44.0916,-87.6529,1303,WM4,,BNT,WR,10108,2009,ff,,NC,,,,158.75,471.9047619,6,I21-WR-2009-DOMESTIC-2009-WR-WR-WR-WR-NEC-MZ--NEC-MZ,,WIDNR,2,
20110884,2010,4,23,MI,WI,PORT WASHINGTON HARBOR BOAT RAMP,,43.3874,-87.8667,1701,WM5,,BNT,WR,17255,2008,y,,NC,,,,195.326,1325.238095,6,I21-WR-2008-DOMESTIC-2008-WR-WR-WR-WR-LK--LK,,WIDNR,2,
20110885,2010,4,21,MI,WI,SHEBOYGAN HARBOR DELAND PARK BOAT RAMP OPS STOCKING SITE,,43.7516,-87.7026,1502,WM5,,BNT,WR,11050,2008,y,,NC,,,,195.58,809.5238095,6,I21-WR-2008-DOMESTIC-2008-WR-WR-WR-WR-LK--LK,,WIDNR,2,
20110886,2010,4,28,MI,WI,MILWAUKEE HARBOR MCKINLEY,,43.0513,-87.8824,1901,WM5,,BNT,WR,8185,2008,y,,NC,,,,195.326,628.5714286,6,I21-WR-2008-DOMESTIC-2008-WR-WR-WR-WR-LK--LK,,WIDNR,2,
20110887,2010,4,13,MI,WI,ROOT RIVER @ 5TH ST YACHT CLUB STOCKING,,42.7295,-87.7922,2102,WM6,,BNT,SE,21163,2009,y,,ARP,,,,154.94,1915.714286,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,
20110888,2010,4,8,MI,WI,KEWAUNEE RIVER CLYDES HILL BRIDGE,,44.5155,-87.5861,1104,WM4,,BNT,SE,17766,2009,y,,ARP,,,,200.66,1675.238095,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,Water high from overnight rain but not over river banks.
20110889,2010,3,23,MI,WI,STONE QUARRY - STOCKING,,44.9038,-87.405,804,WM1,,BNT,SE,18260,2009,y,,NC,,,,193.04,1580.47619,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,Stocked under ice.
20110890,2010,2,4,MI,WI,KENOSHA HARBOR OPS STOCKING SITE,,42.5884,-87.8145,2202,WM6,,BNT,SE,28049,2009,y,,NC,,,,170.18,1414.761905,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,
20110891,2010,4,9,MI,WI,2ND C BRIDGE KEWAUNEE R. STOCKING,,44.4772,-87.5653,1104,WM4,,BNT,SE,16074,2009,y,,ARP,,,,200.66,1402.380952,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,Water over river banks at Clyde's Hill Bridge. Stocked through flex tube.
20110892,2010,2,5,MI,WI,STURGEON BAY SHIP CANAL COAST GUARD STATION STOCKING,,44.759,-87.3141,905,WM3,,BNT,SE,26936,2009,y,,NC,,,,172.72,1362.857143,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,Ice free. Seiche towards lake.
20110893,2010,3,11,MI,WI,RIVERFRONT RAMP,,43.0252,-87.904,1901,WM5,,BNT,SE,17360,2009,y,,NC,,,,193.04,1242.380952,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,
20110894,2010,2,18,MI,WI,SHEBOYGAN HARBOR DELAND PARK BOAT RAMP OPS STOCKING SITE,,43.7516,-87.7026,1502,WM5,,BNT,SE,19834,2009,y,,NC,,,,185.42,1241.428571,6,I21-SF-2009-FERAL-2009-MI-WR-WR-WR---WR,,WIDNR,2,
