SID,YEAR,MONTH,DAY,LAKE,STATE_PROV,SITE,ST_SITE,LATITUDE,LONGITUDE,GRID,STAT_DIST,LS_MGMT,SPECIES,STRAIN,NO_STOCKED,YEAR_CLASS,STAGE,AGEMONTH,MARK,MARK_EFF,TAG_NO,TAG_RET,LENGTH,WEIGHT,CONDITION,LOT_CODE,STOCK_METH,AGENCY,VALIDATION,NOTES
20140345,2013,5,6,MI,WI,OFFSHORE GRID 804,,44.92594,-87.43482,804,WM1,,BNT,SE,10478,2012,y,,NC,,,,195.58,759.7672198,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR---WR,,WIDNR,2,Fish stocked offshore by RV Coregonus 1.2 miles out from Stone Quarry in 81 FOW. Wild Rose hatchery record no. 41
20140346,2013,3,13,MI,WI,NORTHPORT FERRY DOCK - STOCKING,,45.2905,-86.9772,607,WM2,,BNT,SE,4030,2012,y,,NC,,,,177.8,250.3829882,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR---WR,,WIDNR,2,Wild Rose Hatchery record no. 10.
20140347,2013,5,6,MI,WI,OFFSHORE GRID 804,,44.92594,-87.43482,804,WM1,,BNT,SE,8160,2012,y,,NC,,,,195.58,616.8856232,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR---WR,,WIDNR,2,Stocked offshore.
20140348,2013,5,6,MI,WI,OFFSHORE GRID 804,,44.92594,-87.43482,804,WM1,,BNT,SE,9564,2012,y,,NC,,,,195.58,722.119053,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR---WR,,WIDNR,2,
20140363,2013,5,3,MI,WI,KENOSHA HARBOR OPS STOCKING SITE,,42.5884,-87.8145,2202,WM6,,BNT,WR,8824,2011,y,,NC,,,,198.12,769.2926595,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20140364,2013,5,3,MI,WI,KENOSHA HARBOR OPS STOCKING SITE,,42.5884,-87.8145,2202,WM6,,BNT,WR,8830,2011,y,,NC,,,,198.12,770.1998443,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20140365,2013,5,7,MI,WI,KENOSHA HARBOR OPS STOCKING SITE,,42.5884,-87.8145,2202,WM6,,BNT,WR,3245,2011,y,,NC,,,,205.74,309.8035887,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20140371,2013,2,12,MI,WI,KENOSHA HARBOR OPS STOCKING SITE,,42.5884,-87.8145,2202,WM6,,BNT,SE,20849,2012,y,,NC,,,,175.26,1197.483857,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR---WR,,WIDNR,2,SOME GULLS
20140372,2013,2,13,MI,WI,KENOSHA HARBOR OPS STOCKING SITE,,42.5884,-87.8145,2202,WM6,,BNT,SE,11528,2012,y,,NC,,,,172.72,641.3796112,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR---WR,,WIDNR,2,SOME GULLS
20140373,2013,5,15,MI,WI,AHNAPEE RIVER ALGOMA HARBOR STOCKING,,44.6082,-87.4327,1004,WM4,,BNT,WR,7034,2011,y,,NC,,,,218.44,839.1458845,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20140374,2013,5,17,MI,WI,AHNAPEE RIVER WASHINGTON RD STOCKING,,44.6468,-87.4668,1004,WM4,,BNT,WR,8855,2011,y,,NC,,,,203.2,853.6608403,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20140375,2013,5,23,MI,WI,AHNAPEE RIVER WASHINGTON RD STOCKING,,44.6468,-87.4668,1004,WM4,,BNT,SE,6116,2012,y,,NC,,,,137.16,177.808209,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR-WR--BR,,WIDNR,2,15.6/lb.
20140376,2013,10,10,MI,WI,AHNAPEE RIVER WASHINGTON RD STOCKING,,44.6468,-87.4668,1004,WM4,,BNT,WR,10900,2012,ff,,NC,,,,175.26,649.9978662,6,I21-WR-2012-DOMESTIC-2012-WR-WR-WR-WR-WR--BR,,WIDNR,2,Stocking event diverted to seconary site due to overwhelming gull presence at primary site.
20140377,2013,10,10,MI,WI,AHNAPEE RIVER WASHINGTON RD STOCKING,,44.6468,-87.4668,1004,WM4,,BNT,WR,11383,2012,ff,,NC,,,,177.8,711.2328362,6,I21-WR-2012-DOMESTIC-2012-WR-WR-WR-WR-WR--BR,,WIDNR,2,Stocking event diverted to seconary site due to overwhelming gull presence at primary site.
20140401,2013,3,18,MI,WI,KEWAUNEE RIVER CLYDES HILL BRIDGE,,44.5155,-87.5861,1104,WM4,,BNT,SE,17599,2012,y,,ADLM,,,,180.34,1237.853578,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR---WR,,WIDNR,2,Wild Rose Hatchery record no 16 Fish stocked through the ice No streamflow data available.
20140402,2013,4,4,MI,WI,KEWAUNEE RIVER CLYDES HILL BRIDGE,,44.5155,-87.5861,1104,WM4,,BNT,SE,10409,2012,y,,ADLM,,,,187.96,770.1998443,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR---WR,,WIDNR,2,Wild Rose hatchery record no. 28 USGS streamflow 362 cfs.
20140403,2013,4,17,MI,WI,KEWAUNEE RIVER AT CLYDES HILL ROAD,,44.5161651,-87.5866527,1104,WM4,,BNT,SE,2990,2012,y,,ADLM,,,,198.12,242.2183256,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR---WR,,WIDNR,2,Wild Rose hatchery record no 35 USGS streamflow 470 cfs
20140404,2013,3,4,MI,WI,ANAHPEE RIVER COUNTY RD X BRIDGE,,44.6746,-87.4828,1004,WM4,,BNT,SE,10390,2012,y,,NC,,,,172.72,636.8436875,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR---WR,,WIDNR,2,Rod Lange Steve Suredonk assisted in stocking.
20140405,2013,9,30,MI,WI,ANAHPEE RIVER COUNTY RD X BRIDGE,,44.6746,-87.4828,1004,WM4,,BNT,SE,7000,2013,ff,,NC,,,,114.3,107.5013917,6,I21-SF-2013-FERAL-2013-KER/RR-WR-WR-WR---WR,,WIDNR,2,Gulls were in Algoma Harbor. Fish stocked upstream.
20140406,2013,5,17,MI,WI,TWO RIVERS HARBOR (COAST GUARD) - STOCKING,,44.146,-87.5634,1303,WM4,,BNT,WR,5531,2011,y,,NC,,,,203.2,532.9710348,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20140407,2013,5,17,MI,WI,MANITOWOC RIVER ACROSS FROM SUBMARINE STOCKING,,44.0916,-87.6529,1303,WM4,,BNT,WR,3197,2011,y,,NC,,,,203.2,307.9892192,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20140408,2013,5,15,MI,WI,E TWIN RIVER HWY 147 FIRE STATION STOCKING,,44.2366,-87.6383,1303,WM4,,BNT,WR,6712,2011,y,,NC,,,,215.9,779.725284,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20140409,2013,5,17,MI,WI,E TWIN RIVER HWY 147 FIRE STATION STOCKING,,44.2366,-87.6383,1303,WM4,,BNT,WR,8563,2011,y,,NC,,,,203.2,814.6518965,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,Oxygen line malfuntion.
20140426,2013,2,21,MI,WI,MANITOWOC RIVER ACROSS FROM SUBMARINE STOCKING,,44.0916,-87.6529,1303,WM4,,BNT,WR,14578,2012,y,,NC,,,,200.66,1319.953797,6,I21-WR-2012-DOMESTIC-2012-WR-WR-WR-WR---NEC-MZ,,WIDNR,2,Fish stocked through broken ice. Much gratitude to Northeast Wisconsin Great Lakes Sportsfishermen volunteers for invaluable assistance under difficult winter weather conditions.
20140427,2013,10,29,MI,WI,MANITOWOC RIVER ACROSS FROM SUBMARINE STOCKING,,44.0916,-87.6529,1303,WM4,,BNT,WR,12903,2012,ff,,NC,,,,167.64,688.5532177,6,I21-WR-2012-FERAL-2012-WR-WR-WR-WR-WR--NEC-MZ,,WIDNR,2,
20140432,2013,2,21,MI,WI,MANITOWOC RIVER ACROSS FROM SUBMARINE STOCKING,,44.0916,-87.6529,1303,WM4,,BNT,SE,13705,2012,y,,NC,,,,170.18,767.0246977,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR---WR,,WIDNR,2,Wild Rose Hatchery record no. 7.
20140433,2013,3,14,MI,WI,MANITOWOC RIVER ACROSS FROM SUBMARINE STOCKING,,44.0916,-87.6529,1303,WM4,,BNT,SE,4912,2012,y,,NC,,,,172.72,271.7018296,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR---WR,,WIDNR,2,Wild Rose Hatchery record no. 12.
20140434,2013,2,21,MI,WI,TWO RIVERS HARBOR (COAST GUARD) - STOCKING,,44.146,-87.5634,1303,WM4,,BNT,SE,21664,2012,y,,NC,,,,170.18,1245.111056,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR---WR,,WIDNR,2,Wild Rose Hatchery record no. 7.
20140443,2013,5,8,MI,WI,MENOMONEE RIVER (COAL YARD)-STOCKING,,45.0945,-87.5964,703,WM1,,BNT,WR,2561,2011,y,,NC,,,,208.788,263.9907593,3,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-TR--TR,,WIDNR,2,
20140444,2013,5,7,MI,WI,MILWAUKEE HARBOR MCKINLEY,,43.0511907,-87.882514,1901,WM5,,BNT,WR,8310,2011,y,,NC,,,,200.66,786.5291696,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,VETERAN'S POINT
20140445,2013,5,7,MI,WI,MILWAUKEE HARBOR MCKINLEY,,43.0511907,-87.882514,1901,WM5,,BNT,WR,4158,2011,y,,NC,,,,205.74,396.8933238,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,VETERAN'S POINT
20140446,2013,5,9,MI,WI,MILWAUKEE HARBOR MCKINLEY,,43.0511907,-87.882514,1901,WM5,,BNT,SE,9938,2012,y,,NC,,,,139.7,302.5461108,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR-WR--BR,,WIDNR,2,VETERAN'S POINT-GULLS AND SOME TERNS
20140447,2013,5,9,MI,WI,LAKE MICHIGAN -- MCKINLEY MARINA,,43.051266,-87.88251,1901,WM5,,BNT,SE,19781,2012,y,,NC,,,,142.24,631.8541714,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR-WR--BR,,WIDNR,2,VETERAN'S POINT-GULLS AND SOME TERNS
20140448,2013,5,9,MI,WI,LAKE MICHIGAN -- MCKINLEY MARINA,,43.051266,-87.88251,1901,WM5,,BNT,WR,8497,2011,y,,NC,,,,200.66,3854.174368,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,VETERAN'S POINT-GULLS AND SOME TERNS
20140449,2013,10,28,MI,WI,LAKE MICHIGAN -- MCKINLEY MARINA,,43.051266,-87.88251,1901,WM5,,BNT,WR,6870,2012,ff,,NC,,,,175.26,415.4906109,6,I21-WR-2012-DOMESTIC-2012-WR-WR-WR-WR-WR--BR,,WIDNR,2,VETERAN'S POINT
20140450,2013,10,28,MI,WI,LAKE MICHIGAN -- MCKINLEY MARINA,,43.051266,-87.88251,1901,WM5,,BNT,WR,7148,2012,ff,,NC,,,,175.26,432.2735286,6,I21-WR-2012-DOMESTIC-2012-WR-WR-WR-WR-WR--BR,,WIDNR,2,VETERAN'S POINT
20140462,2013,9,30,MI,WI,MCKINLEY MARINA@UWM SAILING CLUB-NET PEN STOCKING SITE,,43.0465,-87.8847,1901,WM5,,BNT,SE,6011,2013,ff,,NC,,,,114.3,97.97595192,6,I21-SF-2013-FERAL-2013-KER/RR-WR-WR-WR---WR,,WIDNR,2,
20140470,2013,4,24,MI,WI,PORT WASHINGTON HARBOR BOAT RAMP,,43.3874,-87.8667,1701,WM5,,BNT,WR,17118,2011,y,,NC,,,,204.978,1653.797781,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-TR--TR,,WIDNR,2,
20140476,2013,2,13,MI,WI,LAKE MICHIGAN - PORT WASHINGTON HARB.,,43.3872173,-87.867789,1701,WM5,,BNT,SE,26356,2012,y,,NC,,,,172.72,1466.917725,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR---WR,,WIDNR,2,Wild Rose Hatchery record no. 5.
20140477,2013,5,1,MI,WI,ROOT RIVER @ 5TH ST YACHT CLUB STOCKING,,42.7295,-87.7922,2102,WM6,,BNT,WR,10416,2011,y,,NC,,,,193.04,820.095005,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20140478,2013,5,1,MI,WI,ROOT RIVER @ 5TH ST YACHT CLUB STOCKING,,42.7295,-87.7922,2102,WM6,,BNT,WR,10203,2011,y,,NC,,,,193.04,825.084521,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20140479,2013,5,7,MI,WI,ROOT RIVER @ 5TH ST YACHT CLUB STOCKING,,42.7295,-87.7922,2102,WM6,,BNT,WR,805,2011,y,,NC,,,,205.74,77.1107029,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-WR--BR,,WIDNR,2,
20140493,2013,3,18,MI,WI,ROOT RIVER @ 5TH ST YACHT CLUB STOCKING,,42.7295,-87.7922,2102,WM6,,BNT,SE,12274,2012,y,,ADLM,,,,180.34,825.9917058,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR---WR,,WIDNR,2,
20140494,2013,4,4,MI,WI,ROOT RIVER @ 5TH ST YACHT CLUB STOCKING,,42.7295,-87.7922,2102,WM6,,BNT,SE,4059,2012,y,,ADLM,,,,187.96,299.3709642,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR---WR,,WIDNR,2,
20140495,2013,4,22,MI,WI,ROOT RIVER @ 5TH ST YACHT CLUB STOCKING,,42.7295,-87.7922,2102,WM6,,BNT,SE,14228,2012,y,,ADLM,,,,198.12,1116.290823,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR---WR,,WIDNR,2,
20140502,2013,4,26,MI,WI,SHEBOYGAN RIVER - SOUTH PIER DR CLEANING STA STOCKING,,43.745178,-87.71053,1502,WM5,,BNT,WR,8304,2011,y,,NC,,,,203.708,801.0441254,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-TR--TR,,WIDNR,2,
20140503,2013,4,26,MI,WI,SHEBOYGAN RIVER - SOUTH PIER DR CLEANING STA STOCKING,,43.745178,-87.71053,1502,WM5,,BNT,WR,8944,2011,y,,NC,,,,203.708,862.7326877,6,I21-WR-2011-DOMESTIC-2011-WR-WR-WR-WR-TR--TR,,WIDNR,2,
20140504,2013,10,1,MI,WI,SHEBOYGAN HARBOR DELAND PARK BOAT RAMP OPS STOCKING SITE,,43.7516,-87.7026,1502,WM5,,BNT,WR,9714,2012,ff,,NC,,,,195.834,820.095005,6,I21-WR-2012-DOMESTIC-2012-WR-WR-WR-WR-TR--TR,,WIDNR,2,
20140505,2013,10,2,MI,WI,SHEBOYGAN HARBOR DELAND PARK BOAT RAMP OPS STOCKING SITE,,43.7516,-87.7026,1502,WM5,,BNT,WR,9231,2012,ff,,NC,,,,195.834,779.725284,6,I21-WR-2012-DOMESTIC-2012-WR-WR-WR-WR-TR--TR,,WIDNR,2,
20140506,2013,10,3,MI,WI,SHEBOYGAN HARBOR DELAND PARK BOAT RAMP OPS STOCKING SITE,,43.7516,-87.7026,1502,WM5,,BNT,WR,2889,2012,ff,,NC,,,,195.834,244.0326951,6,I21-WR-2012-DOMESTIC-2012-WR-WR-WR-WR-TR--TR,,WIDNR,2,
20140510,2013,3,4,MI,WI,SHEBOYGAN RIVER 14TH ST BOAT RAMP OPS STOCKING SITE,,43.75445,-87.7213889,1502,WM5,,BNT,SE,23574,2012,y,,NC,,,,170.18,1477.350349,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR---WR,,WIDNR,2,Wild Rose Hatchery record no 9 Fish stocked under the ice.
20140511,2013,3,15,MI,WI,SHEBOYGAN HARBOR DELAND PARK BOAT RAMP OPS STOCKING SITE,,43.7516,-87.7026,1502,WM5,,BNT,SE,4147,2012,y,,NC,,,,170.18,233.6000706,6,I21-SF-2012-FERAL-2012-MI-WR-WR-WR---WR,,WIDNR,2,Wild Rose Hatchery record no. 15.
20140540,2013,1,23,MI,MI,"Lake Michigan, L B DENOC-ESCANABA YACHT HRBR",,,,306,MM1,,BNT,,600,,a,,NC,,,,254,96.39,,P-BNT- -2012-Watersmeet-PR,u,MIDNR,,Private Plant (under permit)
20140541,2013,6,6,MI,MI,"Lake Michigan, MENOMINEE YACHT HARBOR",,,,703,MM1,,BNT,,1000,,a,,NC,,,,254,160.66,,P-BNT- -2012-Watersmeet-PR,u,MIDNR,,Private Plant (under permit)
20140622,2013,4,2,MI,MI,"Lake Michigan, GREILICKVILLE-BREWERY CREEK",,,,915,MM4,,BNT,WR,14875,2012,y,,NC,,,,168,962.6,,P-BNT-WR-D-11-OD,u,MIDNR,,State Plant
20140623,2013,4,2,MI,MI,"Lake Michigan, GREILICKVILLE-BREWERY CREEK",,,,915,MM4,,BNT,WR,14875,2012,y,,NC,,,,168,962.6,,P-BNT-WR-D-11-OD,u,MIDNR,,State Plant
